year,company,provider,e_score,s_score,g_score
2013,Renault SA,ISS ESG,0.65,0.68,0.57
2014,Renault SA,ISS ESG,0.69,0.68,0.56
2015,Renault SA,ISS ESG,0.72,0.69,0.65
2016,Renault SA,ISS ESG,0.59,0.72,0.55
2017,Renault SA,ISS ESG,0.59,0.67,0.66
2018,Renault SA,ISS ESG,0.62,0.63,0.69
2019,Renault SA,ISS ESG,0.62,0.56,0.67
2020,Renault SA,ISS ESG,0.62,0.65,0.65
2000,Renault SA,V.E,0.64,0.72,0.62
2001,Renault SA,V.E,0.74,0.59,0.75
2002,Renault SA,V.E,0.64,0.62,0.64
2003,Renault SA,V.E,0.64,0.63,0.63
2004,Renault SA,V.E,0.61,0.64,0.66
2005,Renault SA,V.E,0.58,0.62,0.76
2006,Renault SA,V.E,0.68,0.65,0.66
2007,Renault SA,V.E,0.72,0.66,0.63
2008,Renault SA,V.E,0.56,0.73,0.64
2009,Renault SA,V.E,0.69,0.57,0.66
2010,Renault SA,V.E,0.71,0.66,0.6
2011,Renault SA,V.E,0.57,0.7,0.67
2012,Renault SA,V.E,0.72,0.68,0.71
2013,Renault SA,V.E,0.69,0.69,0.62
2014,Renault SA,V.E,0.61,0.57,0.69
2015,Renault SA,V.E,0.66,0.62,0.58
2016,Renault SA,V.E,0.7,0.6,0.61
2017,Renault SA,V.E,0.76,0.69,0.64
2018,Renault SA,V.E,0.64,0.74,0.71
2019,Renault SA,V.E,0.65,0.62,0.71
2020,Renault SA,V.E,0.69,0.66,0.59
2000,Renault SA,Refinitiv,0.44,0.57,0.56
2001,Renault SA,Refinitiv,0.62,0.48,0.55
2002,Renault SA,Refinitiv,0.48,0.62,0.56
2003,Renault SA,Refinitiv,0.44,0.56,0.57
2004,Renault SA,Refinitiv,0.51,0.44,0.61
2005,Renault SA,Refinitiv,0.55,0.54,0.61
2006,Renault SA,Refinitiv,0.57,0.52,0.43
2007,Renault SA,Refinitiv,0.53,0.55,0.45
2008,Renault SA,Refinitiv,0.49,0.43,0.51
2009,Renault SA,Refinitiv,0.49,0.56,0.55
2010,Renault SA,Refinitiv,0.61,0.49,0.54
2011,Renault SA,Refinitiv,0.61,0.61,0.43
2012,Renault SA,Refinitiv,0.62,0.54,0.57
2013,Renault SA,Refinitiv,0.59,0.55,0.62
2014,Renault SA,Refinitiv,0.58,0.6,0.54
2015,Renault SA,Refinitiv,0.56,0.45,0.51
2016,Renault SA,Refinitiv,0.56,0.55,0.61
2017,Renault SA,Refinitiv,0.57,0.56,0.44
2018,Renault SA,Refinitiv,0.54,0.43,0.53
2019,Renault SA,Refinitiv,0.56,0.6,0.49
2020,Renault SA,Refinitiv,0.56,0.6,0.51
2000,Renault SA,CDP,0.75,0.77,0.69
2001,Renault SA,CDP,0.68,0.61,0.62
2002,Renault SA,CDP,0.65,0.81,0.76
2003,Renault SA,CDP,0.72,0.77,0.66
2004,Renault SA,CDP,0.78,0.65,0.66
2005,Renault SA,CDP,0.61,0.76,0.62
2006,Renault SA,CDP,0.72,0.74,0.69
2007,Renault SA,CDP,0.81,0.7,0.63
2008,Renault SA,CDP,0.75,0.73,0.61
2009,Renault SA,CDP,0.65,0.73,0.67
2010,Renault SA,CDP,0.61,0.72,0.71
2011,Renault SA,CDP,0.81,0.79,0.66
2012,Renault SA,CDP,0.75,0.79,0.68
2013,Renault SA,CDP,0.73,0.61,0.72
2014,Renault SA,CDP,0.7,0.61,0.62
2015,Renault SA,CDP,0.65,0.68,0.67
2016,Renault SA,CDP,0.69,0.69,0.65
2017,Renault SA,CDP,0.79,0.67,0.68
2018,Renault SA,CDP,0.78,0.81,0.77
2019,Renault SA,CDP,0.63,0.76,0.79
2020,Renault SA,CDP,0.74,0.67,0.67
2000,Renault SA,Arabesque,0.46,0.63,0.63
2001,Renault SA,Arabesque,0.52,0.51,0.51
2002,Renault SA,Arabesque,0.65,0.6,0.55
2003,Renault SA,Arabesque,0.49,0.6,0.5
2004,Renault SA,Arabesque,0.63,0.51,0.55
2005,Renault SA,Arabesque,0.58,0.58,0.62
2006,Renault SA,Arabesque,0.49,0.64,0.65
2007,Renault SA,Arabesque,0.5,0.5,0.64
2008,Renault SA,Arabesque,0.63,0.53,0.63
2009,Renault SA,Arabesque,0.62,0.65,0.6
2010,Renault SA,Arabesque,0.61,0.49,0.53
2011,Renault SA,Arabesque,0.63,0.55,0.65
2012,Renault SA,Arabesque,0.57,0.59,0.48
2013,Renault SA,Arabesque,0.64,0.46,0.57
2014,Renault SA,Arabesque,0.54,0.52,0.6
2015,Renault SA,Arabesque,0.61,0.52,0.49
2016,Renault SA,Arabesque,0.63,0.46,0.59
2017,Renault SA,Arabesque,0.64,0.53,0.63
2018,Renault SA,Arabesque,0.65,0.52,0.58
2019,Renault SA,Arabesque,0.58,0.62,0.59
2020,Renault SA,Arabesque,0.47,0.59,0.65
2000,AB Volvo,Provider,0.41,0.26,0.31
2001,AB Volvo,Provider,0.36,0.27,0.41
2002,AB Volvo,Provider,0.35,0.42,0.28
2003,AB Volvo,Provider,0.32,0.36,0.4
2004,AB Volvo,Provider,0.39,0.33,0.25
2005,AB Volvo,Provider,0.26,0.35,0.33
2006,AB Volvo,Provider,0.25,0.35,0.3
2007,AB Volvo,Provider,0.24,0.42,0.32
2008,AB Volvo,Provider,0.25,0.4,0.32
2009,AB Volvo,Provider,0.33,0.23,0.31
2010,AB Volvo,Provider,0.26,0.39,0.38
2011,AB Volvo,Provider,0.36,0.37,0.33
2012,AB Volvo,Provider,0.28,0.39,0.39
2013,AB Volvo,Provider,0.22,0.28,0.37
2014,AB Volvo,Provider,0.31,0.3,0.33
2015,AB Volvo,Provider,0.28,0.35,0.36
2016,AB Volvo,Provider,0.27,0.27,0.36
2017,AB Volvo,Provider,0.34,0.26,0.4
2018,AB Volvo,Provider,0.33,0.38,0.38
2019,AB Volvo,Provider,0.32,0.32,0.28
2020,AB Volvo,Provider,0.22,0.27,0.31
2000,AB Volvo,MSCI,0.29,0.38,0.32
2001,AB Volvo,MSCI,0.37,0.33,0.47
2002,AB Volvo,MSCI,0.43,0.29,0.45
2003,AB Volvo,MSCI,0.29,0.46,0.44
2004,AB Volvo,MSCI,0.28,0.47,0.44
2005,AB Volvo,MSCI,0.36,0.27,0.42
2006,AB Volvo,MSCI,0.39,0.29,0.41
2007,AB Volvo,MSCI,0.38,0.36,0.27
2008,AB Volvo,MSCI,0.3,0.32,0.4
2009,AB Volvo,MSCI,0.42,0.32,0.43
2010,AB Volvo,MSCI,0.3,0.37,0.41
2011,AB Volvo,MSCI,0.46,0.45,0.27
2012,AB Volvo,MSCI,0.34,0.44,0.28
2013,AB Volvo,MSCI,0.42,0.46,0.45
2014,AB Volvo,MSCI,0.27,0.44,0.27
2015,AB Volvo,MSCI,0.47,0.37,0.35
2016,AB Volvo,MSCI,0.3,0.27,0.28
2017,AB Volvo,MSCI,0.42,0.37,0.33
2018,AB Volvo,MSCI,0.3,0.46,0.32
2019,AB Volvo,MSCI,0.43,0.47,0.33
2020,AB Volvo,MSCI,0.28,0.42,0.29
2000,AB Volvo,Sustainalytics,0.4,0.37,0.34
2001,AB Volvo,Sustainalytics,0.48,0.3,0.47
2002,AB Volvo,Sustainalytics,0.47,0.39,0.45
2003,AB Volvo,Sustainalytics,0.45,0.38,0.41
2004,AB Volvo,Sustainalytics,0.43,0.48,0.33
2005,AB Volvo,Sustainalytics,0.34,0.41,0.33
2006,AB Volvo,Sustainalytics,0.32,0.49,0.47
2007,AB Volvo,Sustainalytics,0.39,0.47,0.44
2008,AB Volvo,Sustainalytics,0.37,0.39,0.45
2009,AB Volvo,Sustainalytics,0.36,0.29,0.34
2010,AB Volvo,Sustainalytics,0.37,0.31,0.49
2011,AB Volvo,Sustainalytics,0.29,0.45,0.3
2012,AB Volvo,Sustainalytics,0.46,0.35,0.46
2013,AB Volvo,Sustainalytics,0.42,0.32,0.4
2014,AB Volvo,Sustainalytics,0.34,0.3,0.38
2015,AB Volvo,Sustainalytics,0.31,0.47,0.32
2016,AB Volvo,Sustainalytics,0.49,0.31,0.4
2017,AB Volvo,Sustainalytics,0.49,0.47,0.44
2018,AB Volvo,Sustainalytics,0.36,0.39,0.39
2019,AB Volvo,Sustainalytics,0.34,0.49,0.33
2020,AB Volvo,Sustainalytics,0.39,0.39,0.35
2000,AB Volvo,Bloomberg,0.39,0.4,0.4
2001,AB Volvo,Bloomberg,0.28,0.32,0.23
2002,AB Volvo,Bloomberg,0.32,0.34,0.3
2003,AB Volvo,Bloomberg,0.33,0.24,0.27
2004,AB Volvo,Bloomberg,0.25,0.36,0.26
2005,AB Volvo,Bloomberg,0.25,0.3,0.27
2006,AB Volvo,Bloomberg,0.41,0.29,0.39
2007,AB Volvo,Bloomberg,0.42,0.29,0.41
2008,AB Volvo,Bloomberg,0.33,0.25,0.31
2009,AB Volvo,Bloomberg,0.24,0.32,0.34
2010,AB Volvo,Bloomberg,0.26,0.31,0.34
2011,AB Volvo,Bloomberg,0.37,0.41,0.23
2012,AB Volvo,Bloomberg,0.27,0.42,0.36
2013,AB Volvo,Bloomberg,0.42,0.29,0.26
2014,AB Volvo,Bloomberg,0.35,0.28,0.25
2015,AB Volvo,Bloomberg,0.33,0.29,0.4
2016,AB Volvo,Bloomberg,0.4,0.34,0.31
2017,AB Volvo,Bloomberg,0.24,0.3,0.43
2018,AB Volvo,Bloomberg,0.27,0.41,0.34
2019,AB Volvo,Bloomberg,0.3,0.34,0.25
2020,AB Volvo,Bloomberg,0.43,0.33,0.37
2000,AB Volvo,ISS ESG,0.39,0.33,0.27
2001,AB Volvo,ISS ESG,0.3,0.27,0.23
2002,AB Volvo,ISS ESG,0.38,0.25,0.29
2003,AB Volvo,ISS ESG,0.35,0.29,0.24
2004,AB Volvo,ISS ESG,0.36,0.4,0.37
2005,AB Volvo,ISS ESG,0.32,0.34,0.39
2006,AB Volvo,ISS ESG,0.31,0.27,0.28
2007,AB Volvo,ISS ESG,0.33,0.28,0.33
2008,AB Volvo,ISS ESG,0.37,0.23,0.21
2009,AB Volvo,ISS ESG,0.29,0.21,0.23
2010,AB Volvo,ISS ESG,0.31,0.21,0.25
2011,AB Volvo,ISS ESG,0.21,0.23,0.28
2012,AB Volvo,ISS ESG,0.39,0.22,0.29
2013,AB Volvo,ISS ESG,0.29,0.27,0.27
2014,AB Volvo,ISS ESG,0.32,0.29,0.22
2015,AB Volvo,ISS ESG,0.38,0.25,0.41
2016,AB Volvo,ISS ESG,0.36,0.36,0.36
2017,AB Volvo,ISS ESG,0.21,0.33,0.28
2018,AB Volvo,ISS ESG,0.31,0.34,0.28
2019,AB Volvo,ISS ESG,0.23,0.36,0.22
2020,AB Volvo,ISS ESG,0.35,0.37,0.32
2000,AB Volvo,V.E,0.42,0.48,0.35
2001,AB Volvo,V.E,0.45,0.49,0.37
2002,AB Volvo,V.E,0.44,0.51,0.38
2003,AB Volvo,V.E,0.34,0.4,0.48
2004,AB Volvo,V.E,0.51,0.41,0.39
2005,AB Volvo,V.E,0.49,0.38,0.49
2006,AB Volvo,V.E,0.34,0.35,0.34
2007,AB Volvo,V.E,0.36,0.47,0.44
2008,AB Volvo,V.E,0.41,0.32,0.41
2009,AB Volvo,V.E,0.43,0.38,0.41
2010,AB Volvo,V.E,0.31,0.32,0.39
2011,AB Volvo,V.E,0.37,0.39,0.34
2012,AB Volvo,V.E,0.45,0.51,0.39
2013,AB Volvo,V.E,0.36,0.32,0.45
2014,AB Volvo,V.E,0.41,0.36,0.49
2015,AB Volvo,V.E,0.5,0.39,0.47
2016,AB Volvo,V.E,0.38,0.38,0.4
2017,AB Volvo,V.E,0.47,0.47,0.39
2018,AB Volvo,V.E,0.41,0.34,0.41
2019,AB Volvo,V.E,0.37,0.41,0.51
2020,AB Volvo,V.E,0.36,0.34,0.36
2000,AB Volvo,Refinitiv,0.46,0.37,0.37
2001,AB Volvo,Refinitiv,0.49,0.39,0.37
2002,AB Volvo,Refinitiv,0.39,0.47,0.35
2003,AB Volvo,Refinitiv,0.43,0.46,0.38
2004,AB Volvo,Refinitiv,0.38,0.35,0.51
2005,AB Volvo,Refinitiv,0.47,0.39,0.53
2006,AB Volvo,Refinitiv,0.36,0.45,0.4
2007,AB Volvo,Refinitiv,0.48,0.4,0.45
2008,AB Volvo,Refinitiv,0.41,0.39,0.45
2009,AB Volvo,Refinitiv,0.43,0.46,0.46
2010,AB Volvo,Refinitiv,0.46,0.5,0.53
2011,AB Volvo,Refinitiv,0.39,0.39,0.41
2012,AB Volvo,Refinitiv,0.35,0.49,0.51
2013,AB Volvo,Refinitiv,0.37,0.42,0.37
2014,AB Volvo,Refinitiv,0.45,0.49,0.53
2015,AB Volvo,Refinitiv,0.52,0.34,0.46
2016,AB Volvo,Refinitiv,0.5,0.53,0.5
2017,AB Volvo,Refinitiv,0.37,0.52,0.49
2018,AB Volvo,Refinitiv,0.41,0.42,0.35
2019,AB Volvo,Refinitiv,0.5,0.39,0.52
2020,AB Volvo,Refinitiv,0.51,0.45,0.53
2000,AB Volvo,CDP,0.37,0.29,0.36
2001,AB Volvo,CDP,0.35,0.35,0.25
2002,AB Volvo,CDP,0.3,0.24,0.32
2003,AB Volvo,CDP,0.42,0.41,0.37
2004,AB Volvo,CDP,0.3,0.31,0.25
2005,AB Volvo,CDP,0.29,0.22,0.42
2006,AB Volvo,CDP,0.41,0.3,0.23
2007,AB Volvo,CDP,0.37,0.38,0.26
2008,AB Volvo,CDP,0.42,0.39,0.28
2009,AB Volvo,CDP,0.41,0.33,0.27
2010,AB Volvo,CDP,0.41,0.23,0.4
2011,AB Volvo,CDP,0.28,0.23,0.28
2012,AB Volvo,CDP,0.29,0.22,0.34
2013,AB Volvo,CDP,0.3,0.32,0.38
2014,AB Volvo,CDP,0.25,0.34,0.29
2015,AB Volvo,CDP,0.41,0.3,0.32
2016,AB Volvo,CDP,0.25,0.36,0.4
2017,AB Volvo,CDP,0.42,0.3,0.41
2018,AB Volvo,CDP,0.32,0.37,0.42
2019,AB Volvo,CDP,0.36,0.22,0.23
2020,AB Volvo,CDP,0.28,0.41,0.3
2000,AB Volvo,Arabesque,0.4,0.43,0.41
2001,AB Volvo,Arabesque,0.43,0.41,0.31
2002,AB Volvo,Arabesque,0.32,0.43,0.3
2003,AB Volvo,Arabesque,0.49,0.41,0.38
2004,AB Volvo,Arabesque,0.29,0.44,0.43
2005,AB Volvo,Arabesque,0.46,0.33,0.46
2006,AB Volvo,Arabesque,0.49,0.49,0.37
2007,AB Volvo,Arabesque,0.36,0.37,0.48
2008,AB Volvo,Arabesque,0.33,0.33,0.36
2009,AB Volvo,Arabesque,0.47,0.34,0.46
2010,AB Volvo,Arabesque,0.43,0.35,0.33
2011,AB Volvo,Arabesque,0.38,0.49,0.42
2012,AB Volvo,Arabesque,0.43,0.33,0.48
2013,AB Volvo,Arabesque,0.31,0.41,0.44
2014,AB Volvo,Arabesque,0.32,0.35,0.39
2015,AB Volvo,Arabesque,0.45,0.37,0.41
2016,AB Volvo,Arabesque,0.31,0.4,0.42
2017,AB Volvo,Arabesque,0.38,0.3,0.39
2018,AB Volvo,Arabesque,0.35,0.37,0.42
2019,AB Volvo,Arabesque,0.46,0.46,0.47
2020,AB Volvo,Arabesque,0.41,0.44,0.49
2000,Stellantis NV,Provider,0.24,0.29,0.35
2001,Stellantis NV,Provider,0.23,0.34,0.34
2002,Stellantis NV,Provider,0.28,0.23,0.34
2003,Stellantis NV,Provider,0.35,0.33,0.17
2004,Stellantis NV,Provider,0.21,0.24,0.22
2005,Stellantis NV,Provider,0.17,0.34,0.25
2006,Stellantis NV,Provider,0.31,0.28,0.17
2007,Stellantis NV,Provider,0.2,0.19,0.32
2008,Stellantis NV,Provider,0.16,0.2,0.3
2009,Stellantis NV,Provider,0.26,0.31,0.33
2010,Stellantis NV,Provider,0.28,0.35,0.29
2011,Stellantis NV,Provider,0.28,0.21,0.16
2012,Stellantis NV,Provider,0.17,0.29,0.29
2013,Stellantis NV,Provider,0.16,0.22,0.16
2014,Stellantis NV,Provider,0.25,0.34,0.16
2015,Stellantis NV,Provider,0.19,0.29,0.15
2016,Stellantis NV,Provider,0.29,0.29,0.31
2017,Stellantis NV,Provider,0.3,0.15,0.35
2018,Stellantis NV,Provider,0.17,0.28,0.25
2019,Stellantis NV,Provider,0.18,0.19,0.17
2020,Stellantis NV,Provider,0.21,0.21,0.28
2000,Stellantis NV,MSCI,0.23,0.38,0.3
2001,Stellantis NV,MSCI,0.32,0.34,0.29
2002,Stellantis NV,MSCI,0.22,0.21,0.28
2003,Stellantis NV,MSCI,0.32,0.36,0.29
2004,Stellantis NV,MSCI,0.29,0.37,0.26
2005,Stellantis NV,MSCI,0.32,0.27,0.24
2006,Stellantis NV,MSCI,0.21,0.33,0.39
2007,Stellantis NV,MSCI,0.4,0.37,0.31
2008,Stellantis NV,MSCI,0.22,0.3,0.24
2009,Stellantis NV,MSCI,0.25,0.39,0.31
2010,Stellantis NV,MSCI,0.29,0.32,0.2
2011,Stellantis NV,MSCI,0.26,0.2,0.31
2012,Stellantis NV,MSCI,0.2,0.35,0.34
2013,Stellantis NV,MSCI,0.37,0.32,0.23
2014,Stellantis NV,MSCI,0.22,0.35,0.26
2015,Stellantis NV,MSCI,0.29,0.29,0.39
2016,Stellantis NV,MSCI,0.2,0.23,0.34
2017,Stellantis NV,MSCI,0.22,0.25,0.25
2018,Stellantis NV,MSCI,0.38,0.27,0.28
2019,Stellantis NV,MSCI,0.25,0.35,0.24
2020,Stellantis NV,MSCI,0.25,0.28,0.31
2000,Stellantis NV,Sustainalytics,0.38,0.31,0.39
2001,Stellantis NV,Sustainalytics,0.34,0.36,0.23
2002,Stellantis NV,Sustainalytics,0.32,0.25,0.39
2003,Stellantis NV,Sustainalytics,0.25,0.34,0.25
2004,Stellantis NV,Sustainalytics,0.31,0.24,0.21
2005,Stellantis NV,Sustainalytics,0.26,0.34,0.31
2006,Stellantis NV,Sustainalytics,0.37,0.36,0.3
2007,Stellantis NV,Sustainalytics,0.23,0.23,0.21
2008,Stellantis NV,Sustainalytics,0.24,0.2,0.28
2009,Stellantis NV,Sustainalytics,0.23,0.34,0.33
2010,Stellantis NV,Sustainalytics,0.21,0.2,0.21
2011,Stellantis NV,Sustainalytics,0.28,0.23,0.21
2012,Stellantis NV,Sustainalytics,0.27,0.39,0.35
2013,Stellantis NV,Sustainalytics,0.26,0.35,0.35
2014,Stellantis NV,Sustainalytics,0.19,0.36,0.2
2015,Stellantis NV,Sustainalytics,0.22,0.22,0.29
2016,Stellantis NV,Sustainalytics,0.36,0.33,0.32
2017,Stellantis NV,Sustainalytics,0.24,0.26,0.34
2018,Stellantis NV,Sustainalytics,0.23,0.3,0.36
2019,Stellantis NV,Sustainalytics,0.29,0.22,0.31
2020,Stellantis NV,Sustainalytics,0.26,0.24,0.21
2000,Stellantis NV,Bloomberg,0.29,0.19,0.19
2001,Stellantis NV,Bloomberg,0.1,0.17,0.12
2002,Stellantis NV,Bloomberg,0.1,0.29,0.23
2003,Stellantis NV,Bloomberg,0.14,0.17,0.1
2004,Stellantis NV,Bloomberg,0.1,0.19,0.19
2005,Stellantis NV,Bloomberg,0.1,0.11,0.22
2006,Stellantis NV,Bloomberg,0.25,0.15,0.17
2007,Stellantis NV,Bloomberg,0.18,0.15,0.29
2008,Stellantis NV,Bloomberg,0.26,0.13,0.2
2009,Stellantis NV,Bloomberg,0.3,0.19,0.21
2010,Stellantis NV,Bloomberg,0.19,0.26,0.21
2011,Stellantis NV,Bloomberg,0.23,0.29,0.18
2012,Stellantis NV,Bloomberg,0.23,0.28,0.19
2013,Stellantis NV,Bloomberg,0.1,0.2,0.17
2014,Stellantis NV,Bloomberg,0.17,0.21,0.29
2015,Stellantis NV,Bloomberg,0.14,0.1,0.1
2016,Stellantis NV,Bloomberg,0.3,0.23,0.17
2017,Stellantis NV,Bloomberg,0.15,0.13,0.19
2018,Stellantis NV,Bloomberg,0.25,0.21,0.19
2019,Stellantis NV,Bloomberg,0.19,0.25,0.16
2020,Stellantis NV,Bloomberg,0.13,0.15,0.21
2000,Stellantis NV,ISS ESG,0.17,0.14,0.24
2001,Stellantis NV,ISS ESG,0.14,0.2,0.2
2002,Stellantis NV,ISS ESG,0.17,0.25,0.1
2003,Stellantis NV,ISS ESG,0.11,0.1,0.14
2004,Stellantis NV,ISS ESG,0.21,0.27,0.12
2005,Stellantis NV,ISS ESG,0.11,0.23,0.27
2006,Stellantis NV,ISS ESG,0.17,0.27,0.13
2007,Stellantis NV,ISS ESG,0.08,0.22,0.23
2008,Stellantis NV,ISS ESG,0.08,0.25,0.24
2009,Stellantis NV,ISS ESG,0.14,0.23,0.22
2010,Stellantis NV,ISS ESG,0.08,0.13,0.17
2011,Stellantis NV,ISS ESG,0.24,0.25,0.18
2012,Stellantis NV,ISS ESG,0.14,0.13,0.08
2013,Stellantis NV,ISS ESG,0.11,0.17,0.16
2014,Stellantis NV,ISS ESG,0.1,0.16,0.09
2015,Stellantis NV,ISS ESG,0.25,0.13,0.19
2016,Stellantis NV,ISS ESG,0.19,0.2,0.19
2017,Stellantis NV,ISS ESG,0.27,0.15,0.25
2018,Stellantis NV,ISS ESG,0.1,0.2,0.24
2019,Stellantis NV,ISS ESG,0.13,0.12,0.16
2020,Stellantis NV,ISS ESG,0.14,0.11,0.09
2000,Stellantis NV,V.E,0.28,0.25,0.2
2001,Stellantis NV,V.E,0.17,0.19,0.17
2002,Stellantis NV,V.E,0.22,0.23,0.13
2003,Stellantis NV,V.E,0.17,0.27,0.31
2004,Stellantis NV,V.E,0.33,0.29,0.23
2005,Stellantis NV,V.E,0.23,0.31,0.27
2006,Stellantis NV,V.E,0.18,0.26,0.29
2007,Stellantis NV,V.E,0.33,0.19,0.31
2008,Stellantis NV,V.E,0.28,0.22,0.31
2009,Stellantis NV,V.E,0.2,0.19,0.28
2010,Stellantis NV,V.E,0.26,0.26,0.17
2011,Stellantis NV,V.E,0.26,0.24,0.21
2012,Stellantis NV,V.E,0.17,0.15,0.33
2013,Stellantis NV,V.E,0.29,0.15,0.18
2014,Stellantis NV,V.E,0.31,0.22,0.26
2015,Stellantis NV,V.E,0.14,0.16,0.22
2016,Stellantis NV,V.E,0.31,0.27,0.29
2017,Stellantis NV,V.E,0.17,0.2,0.2
2018,Stellantis NV,V.E,0.14,0.15,0.13
2019,Stellantis NV,V.E,0.25,0.22,0.21
2020,Stellantis NV,V.E,0.23,0.26,0.3
2000,Stellantis NV,Refinitiv,0.2,0.23,0.17
2001,Stellantis NV,Refinitiv,0.16,0.32,0.18
2002,Stellantis NV,Refinitiv,0.2,0.24,0.25
2003,Stellantis NV,Refinitiv,0.17,0.3,0.25
2004,Stellantis NV,Refinitiv,0.23,0.13,0.24
2005,Stellantis NV,Refinitiv,0.26,0.25,0.2
2006,Stellantis NV,Refinitiv,0.16,0.25,0.16
2007,Stellantis NV,Refinitiv,0.18,0.15,0.31
2008,Stellantis NV,Refinitiv,0.26,0.22,0.16
2009,Stellantis NV,Refinitiv,0.13,0.15,0.21
2010,Stellantis NV,Refinitiv,0.28,0.28,0.23
2011,Stellantis NV,Refinitiv,0.17,0.17,0.25
2012,Stellantis NV,Refinitiv,0.19,0.16,0.17
2013,Stellantis NV,Refinitiv,0.33,0.19,0.23
2014,Stellantis NV,Refinitiv,0.32,0.31,0.24
2015,Stellantis NV,Refinitiv,0.24,0.17,0.13
2016,Stellantis NV,Refinitiv,0.3,0.27,0.26
2017,Stellantis NV,Refinitiv,0.25,0.29,0.3
2018,Stellantis NV,Refinitiv,0.32,0.18,0.31
2019,Stellantis NV,Refinitiv,0.18,0.24,0.24
2020,Stellantis NV,Refinitiv,0.3,0.14,0.27
2000,Stellantis NV,CDP,0.21,0.27,0.36
2001,Stellantis NV,CDP,0.21,0.34,0.33
2002,Stellantis NV,CDP,0.34,0.24,0.2
2003,Stellantis NV,CDP,0.37,0.34,0.28
2004,Stellantis NV,CDP,0.22,0.38,0.26
2005,Stellantis NV,CDP,0.37,0.29,0.34
2006,Stellantis NV,CDP,0.27,0.23,0.29
2007,Stellantis NV,CDP,0.37,0.3,0.28
2008,Stellantis NV,CDP,0.38,0.21,0.3
2009,Stellantis NV,CDP,0.32,0.24,0.2
2010,Stellantis NV,CDP,0.19,0.23,0.36
2011,Stellantis NV,CDP,0.25,0.33,0.22
2012,Stellantis NV,CDP,0.29,0.3,0.37
2013,Stellantis NV,CDP,0.21,0.26,0.26
2014,Stellantis NV,CDP,0.21,0.38,0.26
2015,Stellantis NV,CDP,0.18,0.34,0.24
2016,Stellantis NV,CDP,0.2,0.36,0.24
2017,Stellantis NV,CDP,0.34,0.2,0.26
2018,Stellantis NV,CDP,0.23,0.19,0.2
2019,Stellantis NV,CDP,0.36,0.24,0.33
2020,Stellantis NV,CDP,0.23,0.24,0.25
2000,Stellantis NV,Arabesque,0.15,0.05,0.18
2001,Stellantis NV,Arabesque,0.12,0.21,0.08
2002,Stellantis NV,Arabesque,0.15,0.1,0.19
2003,Stellantis NV,Arabesque,0.12,0.2,0.1
2004,Stellantis NV,Arabesque,0.2,0.21,0.1
2005,Stellantis NV,Arabesque,0.23,0.08,0.15
2006,Stellantis NV,Arabesque,0.11,0.22,0.16
2007,Stellantis NV,Arabesque,0.2,0.15,0.14
2008,Stellantis NV,Arabesque,0.07,0.15,0.2
2009,Stellantis NV,Arabesque,0.16,0.08,0.14
2010,Stellantis NV,Arabesque,0.25,0.18,0.18
2011,Stellantis NV,Arabesque,0.18,0.23,0.13
2012,Stellantis NV,Arabesque,0.19,0.21,0.05
2013,Stellantis NV,Arabesque,0.23,0.17,0.22
2014,Stellantis NV,Arabesque,0.1,0.16,0.25
2015,Stellantis NV,Arabesque,0.14,0.14,0.15
2016,Stellantis NV,Arabesque,0.22,0.22,0.21
2017,Stellantis NV,Arabesque,0.14,0.07,0.08
2018,Stellantis NV,Arabesque,0.12,0.15,0.13
2019,Stellantis NV,Arabesque,0.13,0.18,0.25
2020,Stellantis NV,Arabesque,0.11,0.06,0.15
2000,Gazprom,Provider,0.29,0.32,0.24
2001,Gazprom,Provider,0.19,0.26,0.32
2002,Gazprom,Provider,0.16,0.3,0.25
2003,Gazprom,Provider,0.32,0.33,0.21
2004,Gazprom,Provider,0.29,0.32,0.17
2005,Gazprom,Provider,0.29,0.14,0.3
2006,Gazprom,Provider,0.29,0.21,0.14
2007,Gazprom,Provider,0.28,0.31,0.27
2008,Gazprom,Provider,0.13,0.25,0.2
2009,Gazprom,Provider,0.15,0.16,0.24
2010,Gazprom,Provider,0.25,0.22,0.33
2011,Gazprom,Provider,0.16,0.3,0.13
2012,Gazprom,Provider,0.16,0.19,0.24
2013,Gazprom,Provider,0.3,0.15,0.32
2014,Gazprom,Provider,0.26,0.26,0.19
2015,Gazprom,Provider,0.15,0.29,0.23
2016,Gazprom,Provider,0.22,0.18,0.18
2017,Gazprom,Provider,0.33,0.23,0.27
2018,Gazprom,Provider,0.2,0.31,0.33
2019,Gazprom,Provider,0.24,0.16,0.28
2020,Gazprom,Provider,0.17,0.24,0.15
2000,Gazprom,MSCI,0.31,0.29,0.31
2001,Gazprom,MSCI,0.31,0.3,0.23
2002,Gazprom,MSCI,0.23,0.35,0.37
2003,Gazprom,MSCI,0.35,0.22,0.22
2004,Gazprom,MSCI,0.28,0.25,0.29
2005,Gazprom,MSCI,0.2,0.18,0.29
2006,Gazprom,MSCI,0.24,0.19,0.37
2007,Gazprom,MSCI,0.2,0.26,0.36
2008,Gazprom,MSCI,0.35,0.33,0.35
2009,Gazprom,MSCI,0.22,0.3,0.23
2010,Gazprom,MSCI,0.35,0.33,0.33
2011,Gazprom,MSCI,0.21,0.18,0.36
2012,Gazprom,MSCI,0.31,0.19,0.24
